epoch,train_time,train_loss_D,train_loss_D_real,train_loss_D_generated,train_loss_G,train_loss_G_GAN,train_loss_G_generated,val_loss_D,val_loss_G,val_loss_MSE
0,2332.9610941410065,4.36422605430603,3.7025147280311583,0.661711326829195,20.62053919494629,20.62053919494629,15.064346143951417,4.018376368713379,12.333834561157227,0.03302793935239315
1,2318.3934111595154,0.7753398030948639,0.5893656146430969,0.1859741876322031,16.14920816192627,16.14920816192627,12.65536794265747,2.272841883468628,13.008630584716796,0.03332532419264317
2,2328.3344593048096,0.7201275864505767,0.542189417257309,0.1779381690505147,16.232962720947267,16.232962720947267,12.65212439025879,1.7824314601898192,14.344396438598633,0.042066969883441926
3,2322.169191598892,0.8018714356040955,0.5756524260234833,0.22621901056468488,15.699894774475098,15.699894774475098,12.926814353637695,2.236576770019531,13.904090008544921,0.040241073137521746
4,2360.1585714817047,0.8086527750492096,0.5763550652503967,0.23229770887345075,15.297871224670411,15.297871224670411,12.794145715942383,1.5374029706954957,12.81655478515625,0.03361286437213421
5,2342.791566848755,0.7027193097496033,0.5222865625190735,0.18043274654522537,15.189117266845702,15.189117266845702,12.306983951416015,2.22141170501709,14.006906204223633,0.04359501524567604
6,2335.701976299286,0.7816002257537842,0.5648452636432648,0.2167549615252018,15.306331081542968,15.306331081542968,12.948235151672364,1.5923959659576417,14.404105883789063,0.04843568223714829
7,2350.2533440589905,0.7528604272937774,0.5468062906360627,0.20605413677871226,15.387180561218262,15.387180561218262,12.935855616149903,1.602378558731079,12.949349731445313,0.03473915147483349
8,2422.291438817978,0.6508878711605072,0.4987674419212341,0.15212042950227855,15.52452659790039,15.52452659790039,12.479450898590088,1.4677852773666382,18.62287239379883,0.07165134497880936
9,2265.0011038780212,0.683667777671814,0.5130868509101868,0.17058092689558862,15.82616608215332,15.82616608215332,13.056329436950683,1.5662618503570556,14.497447280883788,0.04345791591405868
10,2289.2982082366943,0.701672107334137,0.5213823480510712,0.18028975912034512,15.57906637084961,15.57906637084961,12.85853166229248,1.474265193939209,13.665958270263673,0.03818314199447632
11,2318.8886501789093,0.7111225954818725,0.5235319070148468,0.18759068850651384,15.5693863180542,15.5693863180542,12.841919660339356,1.644867445755005,13.189399114990234,0.03319938754439354
12,2315.46195268631,0.7171818378067016,0.5282513690185547,0.18893046925753354,15.592251215515137,15.592251215515137,12.859134609985352,1.5491842109680176,13.103716845703126,0.03514812883734703
13,2283.5706741809845,0.6808160864734649,0.5109312273025512,0.16988485917508603,15.717968284606934,15.717968284606934,12.83424445739746,1.3998591152191162,16.15987197265625,0.05217578201889992
14,2335.489567756653,0.6652304661750793,0.5042334338569641,0.16099703223988412,15.955054620361327,15.955054620361327,12.971696919250489,1.367260927772522,14.990555471801757,0.05109680827260017
15,2355.432720184326,0.5759597564220429,0.4610200294494629,0.1149397266484052,15.955844646911622,15.955844646911622,12.272930901489257,1.5419802772521973,12.192236477661133,0.0301744498193264
16,2354.566409111023,0.654806723947525,0.4994574978733063,0.1553492260236293,16.06184356689453,16.06184356689453,12.919875247650147,1.4575317157745362,16.39644308166504,0.04949573593735695
17,2355.895073890686,0.6932507278060913,0.5181277818584442,0.17512294577866794,15.839972045288086,15.839972045288086,12.889399866943359,1.8793578048706054,14.67812297668457,0.04179282323718071
18,2367.183560371399,0.6765232200050354,0.5089145000743865,0.167608719830662,15.960392936706542,15.960392936706542,12.946260126037597,1.5696673418045044,12.610577212524413,0.031905692526698115
19,2790.596086025238,0.6652887364006043,0.502771234664917,0.16251750166162848,16.01040242706299,16.01040242706299,12.951591573486327,1.6310654331207275,15.1452171295166,0.051450300425291064
20,3071.115611076355,0.6588230114555359,0.5024811271381379,0.15634188417382539,16.029520374450684,16.029520374450684,12.93380995880127,1.849795701599121,14.99990097503662,0.04340489725470543
21,2425.548586130142,0.6821187488269805,0.5152597627544403,0.16685898654989897,15.899954975891113,15.899954975891113,12.843324824371338,1.5595448585510254,13.535425354003907,0.035659912693500516
22,2355.9003133773804,0.6786218385505677,0.5136355310153962,0.16498630706697703,16.01796062072754,16.01796062072754,12.981183780212403,1.3351520706176758,13.83616831665039,0.037304577317833904
23,2348.9275302886963,0.6659158991241455,0.5059774008274078,0.15993849854528905,16.132696106262205,16.132696106262205,13.013206176757812,1.4113759033203126,13.655609539794922,0.03719457737207413
24,2356.920379638672,0.6648248414707184,0.5055276792812348,0.15929716249376535,16.041392221679686,16.041392221679686,12.90308794128418,1.6373962921142577,17.343885891723634,0.05484123786687851
25,3311.8627014160156,0.6124836365890503,0.47932718779563904,0.13315644847109914,16.354467339172363,16.354467339172363,12.871802973937989,1.4671548482894898,16.31530909729004,0.0560240865111351
26,3103.9263775348663,0.5289930809116363,0.43857982722282407,0.09041325339615346,16.86262383605957,16.86262383605957,12.55196145263672,2.227591709136963,13.398234968566895,0.0311971869379282
27,3161.035754442215,0.4521633426761627,0.3972944299697876,0.054868912782277915,17.247175801086424,17.247175801086424,11.992537576293945,3.039326880645752,12.857212142944336,0.03218017991781235
28,2784.8269176483154,0.40532655338287354,0.37429680438041685,0.03102974885325879,17.183495770263672,17.183495770263672,11.245127566833496,1.6434917154312134,14.050834274291992,0.038359937763214114
29,2360.1918528079987,0.45859735909461974,0.40184367414474487,0.05675368509396911,17.503840866699218,17.503840866699218,12.391444309387207,1.5532790321350098,13.748679109191894,0.03937566655278206
30,2359.5178129673004,0.4746179230213165,0.40865276942253115,0.06596515350904315,17.669344033203124,17.669344033203124,12.530080607147216,1.539139612197876,12.294527137756347,0.033187606361508366
31,2365.359047651291,0.3932170426273346,0.36682080072402956,0.026396241803299636,17.564612514038085,17.564612514038085,11.34817963180542,1.6602602266311646,11.85317469329834,0.030736852604150773
32,2359.8508157730103,0.40183060753822325,0.3707713461780548,0.031059261149289086,17.657826232910157,17.657826232910157,11.560477855682374,1.2596761106491088,11.974116116333008,0.031434465384483336
33,2359.604457139969,0.397138388633728,0.3668537765312195,0.03028461192435585,18.162588564758302,18.162588564758302,11.484460709991454,1.5005436218261718,11.473475646972656,0.028890376940369607
34,2354.484228372574,0.41236999651908873,0.3750626037502289,0.03730739277079701,18.013698167419435,18.013698167419435,11.56817999267578,1.9662739162445069,12.475310922241212,0.032664985924959186
35,2355.6358528137207,0.3759402429199219,0.35633767374038694,0.019602569391401484,18.193025954284668,18.193025954284668,11.38350370361328,2.278580451583862,15.084225857543945,0.04493976716399193
36,2357.6674904823303,0.39279436738967893,0.3646941929912567,0.028100174607438966,18.53024927093506,18.53024927093506,11.578058493347168,3.077229139328003,16.39914235839844,0.05163829070329666
37,2361.375548839569,0.3927277419376373,0.3641566352176666,0.028571106411339715,18.62063779876709,18.62063779876709,11.88868231414795,3.490529824447632,14.199433978271484,0.03019302832186222
38,2364.3934383392334,0.4114205660533905,0.3746485075759888,0.03677205839987378,18.49057627471924,18.49057627471924,11.921780003356934,1.6673758853912353,13.086436712646485,0.03451687950491905
39,2363.532651424408,0.3599265985584259,0.34695505214691164,0.012971546448576263,17.92583186126709,17.92583186126709,11.244883563537597,1.380773342514038,12.115893919372558,0.03411502538919449
40,2364.3425583839417,0.3866265958595276,0.3610970572566986,0.025529538714131342,18.612776735839844,18.612776735839844,11.486281395568847,1.7097119827270508,13.370715649414063,0.031323531344532966
41,2362.776300430298,0.3613554141521454,0.3490417946434021,0.012313619872387499,18.16609313079834,18.16609313079834,10.972904044189454,1.3681248908996582,11.536299989318847,0.030374688118696213
42,2357.02547955513,0.3767830163002014,0.3554826240444183,0.02130039222369902,18.988969219360353,18.988969219360353,11.513398113861085,1.2051024814605713,10.915711094665527,0.027417851221561432
43,2357.934985399246,0.41311081301689145,0.37051051303863525,0.04260030012396397,18.498917110595702,18.498917110595702,11.536339469451905,1.9642147869110107,16.32955419921875,0.053355223858356476
44,2360.0324590206146,0.3805378036117554,0.35674132952690124,0.02379647425414063,18.52437108673096,18.52437108673096,11.484561793060303,1.2745928308486938,11.21300675354004,0.028317327016592026
45,2355.692018032074,0.3647955436515808,0.3489820344734192,0.015813509131497705,19.214147929382325,19.214147929382325,11.166928409881592,1.7711008749961854,12.513604983520509,0.029863667553663254
46,2366.70370054245,0.37192874155044553,0.3529242682075501,0.0190044735366432,18.792171355895995,18.792171355895995,11.38696669418335,1.709046622467041,14.614184091186523,0.04309202377200127
47,2365.060218334198,0.38538333546638487,0.35953933126449583,0.02584400418130681,19.21182073638916,19.21182073638916,11.61600883392334,1.585719083595276,14.01511834564209,0.0387209291100502
48,2360.946538209915,0.39743887602806094,0.3675139420795441,0.029924934159475378,18.86002518005371,18.86002518005371,11.973905881958007,1.5656847061157226,11.886651570129395,0.028279397958517076
49,2341.6329448223114,0.38575871515274046,0.3603833745479584,0.025375340810315682,18.912307365112305,18.912307365112305,11.936820678863526,2.0243365074157715,13.469554663085937,0.03434145378768444
50,2365.2841563224792,0.3540170545291901,0.34320021270751955,0.01081684174625436,18.67922142272949,18.67922142272949,11.068075600128173,1.4858178031921387,14.687419165039062,0.04600367837846279
51,2355.39773106575,0.3646959254455566,0.34778992195129393,0.01690600332265254,18.71459786315918,18.71459786315918,11.333816988830566,2.1482209396362304,14.373216479492188,0.03432723459005356
52,3011.0740406513214,0.35299536979675294,0.34265127205848694,0.010344097753344104,19.361966525878906,19.361966525878906,10.934109753112793,1.301934705543518,11.406955485534668,0.030155532655119895
53,3159.4859054088593,0.3614851884365082,0.34691976885795595,0.014565419510401552,19.50660967224121,19.50660967224121,11.1914774508667,1.8472857795715332,13.175904000854493,0.030206298333406448
54,79334.49101781845,0.3571576454734802,0.34455826736450196,0.012599378212275915,19.027534567871093,19.027534567871093,11.163376810913086,3.059473480606079,12.954635159301757,0.029088668891787527
55,2948.1370689868927,0.352920638551712,0.34191379448890685,0.01100684400668135,19.791974055175782,19.791974055175782,11.156302690734863,1.7286485237121583,11.553045428466797,0.028681533390283585
56,2358.325943470001,0.34433680525779725,0.3375072344684601,0.006829571166504175,18.96261413543701,18.96261413543701,11.034717509002686,1.451074267578125,13.156481884765626,0.034828913301229475
57,2359.761377811432,0.3770031009864807,0.3561059919834137,0.020897108506854858,19.62407844055176,19.62407844055176,11.604309253845216,1.3101427402496337,11.753694155883789,0.03167943045198918
58,2360.762990474701,0.3344394806289673,0.3315201083755493,0.002919372218697099,19.120254136047365,19.120254136047365,10.902067881774903,1.4128036445617675,11.45676360321045,0.02966814321577549
59,2359.372525215149,0.3458233881282806,0.3379259494972229,0.00789743860571878,19.273025707702637,19.273025707702637,10.963543444976807,1.429867147064209,12.263016053771972,0.0371315732806921
60,2374.154584646225,0.3655347648715973,0.3496007706260681,0.015933994236520956,19.608109260864257,19.608109260864257,11.337573800048828,1.3043620622634888,11.386777836608887,0.027972958725690843
61,2369.016756296158,0.3636406299495697,0.3475282496547699,0.0161123803204624,19.47221806121826,19.47221806121826,11.49140329940796,1.7997561942100524,12.500826327514648,0.038297938627004625
62,2372.2905921936035,0.4271415811729431,0.38120520432472227,0.04593637710593874,19.072055266723634,19.072055266723634,12.339159150848388,2.2152895793914795,14.707411192321777,0.039997741383314134
63,2368.890786886215,0.3583013459968567,0.3447441645717621,0.013557181415720843,19.13974645477295,19.13974645477295,11.144850241851806,1.6803774070739745,14.609650592041016,0.04723711930513382
64,2370.5807061195374,0.37219731451034543,0.3501759882926941,0.022021326218347532,19.564988500366212,19.564988500366212,11.484415910339356,2.2134665313720703,14.73170687866211,0.04819308055639267
65,2373.654311656952,0.3481328116607666,0.3388673987197876,0.009265412950383033,19.47956946411133,19.47956946411133,11.49385707244873,1.8325276214599608,12.230087246704102,0.02897320965528488
66,2372.2796156406403,0.3581259985160828,0.3440837753391266,0.014042223312784917,20.084998266906737,20.084998266906737,11.239425441741943,2.086199070739746,13.274502182006836,0.03849634547233582
67,2369.2808830738068,0.3701178203964233,0.34949555598258975,0.020622264421661384,19.394801099243164,19.394801099243164,11.568677936553955,1.4183691884994507,12.680079873657226,0.03463986225426197
68,2363.464809179306,0.35312470129966733,0.34227634421348574,0.010848356955898926,19.947255888366698,19.947255888366698,11.749306470184326,1.4881655462265015,14.702385498046874,0.04411786169409752
69,2354.621125936508,0.3571181798839569,0.34380817012786863,0.013310009751702892,19.383740526123045,19.383740526123045,11.347406924591064,1.4796920177459716,11.525336613464356,0.02969036557674408
70,2354.759936094284,0.35683738033294676,0.344341202917099,0.01249617772914935,20.516539486694334,20.516539486694334,11.559728083953857,2.0620829692840577,14.434905899047852,0.029214356276392937
71,2354.890754699707,0.34175348717689513,0.3354980982208252,0.00625538889413292,20.043844906311037,20.043844906311037,10.96237178527832,1.7241820775985717,12.219286445617676,0.032028929916024206
72,2360.2850472927094,0.35100980023384093,0.3407368537712097,0.010272946461908286,20.387892746887207,20.387892746887207,11.327473040924072,1.268762608909607,11.656572146606445,0.031142533749341964
73,2359.7561926841736,0.3354939584255219,0.3320973757076263,0.003396582578283269,20.228916159973146,20.228916159973146,10.987242489471436,1.3993347665786744,11.774233744812012,0.03139754466414452
74,2373.4773144721985,0.3417110866165161,0.3363433147907257,0.005367771780140465,19.815628186340334,19.815628186340334,11.126759858856202,2.2667138818740846,13.744201123046874,0.02987141331732273
75,2373.5203602313995,0.33225918707847596,0.3300554821586609,0.002203705042875372,19.875105881347658,19.875105881347658,10.875346352996827,1.4361703298568727,15.129128192138673,0.05255846313536167
76,2374.444660425186,0.3531421535587311,0.34098668681144717,0.012155466580160429,20.221619346923827,20.221619346923827,10.960908438415528,1.5589208320617676,11.394176521301269,0.030091907441616057
77,2378.600804567337,0.3542638332557678,0.34144692940711974,0.012816904150743503,19.31694488128662,19.31694488128662,11.230446975708007,2.5742739082336428,14.792066394042969,0.04315899833738804
78,2375.630015850067,0.34076328090667724,0.33520344484329223,0.005559835677684168,20.71390108215332,20.71390108215332,11.392094789428711,2.3345842679977418,13.23278671875,0.02873874975144863
79,2370.6692368984222,0.34018619348526,0.3343012163829803,0.005884976902139606,19.831296104125975,19.831296104125975,10.901445729980468,1.582941146469116,11.632129585266114,0.03210272047519684
80,2144.977562189102,0.35009731269836425,0.3404214143371582,0.009675898314925725,20.529833992004395,20.529833992004395,11.91408508468628,2.1032353374481203,15.481392910766601,0.042770917570590976
81,2261.4662714004517,0.36811046336174014,0.3520041422462463,0.016106321372645907,20.298908116760256,20.298908116760256,11.719703944549561,2.27537599067688,14.171025607299805,0.036323648172616955
82,2474.2047021389008,0.3530855924701691,0.34173161704063415,0.011353975458908826,20.696394627075197,20.696394627075197,11.759291365966797,1.9325915340423585,15.558167050170898,0.03267953226566315
83,3517.483962535858,0.351256987657547,0.33968271237373354,0.011574275127908913,20.67473658782959,20.67473658782959,11.277516742553711,1.9627599632263184,13.376209945678712,0.033945078390836714
84,3126.673857688904,0.3420198440742493,0.33579017886161805,0.00622966531319893,20.944007623901367,20.944007623901367,11.376398748168945,2.575553232383728,15.17804049987793,0.032379435792565345
85,2702.828999519348,0.3330543511867523,0.3302895083332062,0.0027648427456850185,20.261388796081544,20.261388796081544,11.215145315704346,1.681661279296875,13.02931222229004,0.03139668139219284
86,2295.1667268276215,0.3757153381729126,0.35404628902435303,0.021669049165124306,20.658924925231933,20.658924925231933,12.184057764892579,2.1033664974212645,14.126693997192383,0.02994329133629799
87,2304.6299781799316,0.3650656399154663,0.3480922780895233,0.01697336169777089,20.830180056457518,20.830180056457518,12.032489153137208,1.8123864593505858,13.137962927246093,0.03238403897583485
88,2303.658527135849,0.3307913923454285,0.3291457970046997,0.0016455953128950206,19.941260107421876,19.941260107421876,10.751448782043457,1.4920259687423707,12.16698078918457,0.031793722224235536
89,2328.2574450969696,0.33993761755943297,0.3348793023777008,0.005058315293888445,20.618140063476563,20.618140063476563,11.355270952148437,2.497112758255005,13.205666664123536,0.030352507898211478
90,2296.061309814453,0.34714560079574586,0.33950134240150454,0.00764425825014012,20.37987123138428,20.37987123138428,11.193718528747558,3.289246480178833,13.772801586914062,0.03003035582304001
